$MOVEMENTEVALUATION:SIMRUN	TIMEINT	MOVEMENT	MOVEMENT\FROMLINK	MOVEMENT\TOLINK	VEHS(ALL)	VEHS(10)	VEHS(20)	VEHS(30)	VEHS(40)	VEHDELAY(ALL)	VEHDELAY(10)	VEHDELAY(20)	VEHDELAY(30)	VEHDELAY(40)	STOPDELAY(ALL)	STOPDELAY(10)	STOPDELAY(20)	STOPDELAY(30)	STOPDELAY(40)	LOS(ALL)	LOSVAL(ALL)	QLEN	QLENMAX	VEHS(50)	VEHDELAY(50)	STOPDELAY(50)	LOS(50)	LOSVAL(50)
1	10800-14400	49			93	91	0	2	0	0.08	0.08		0.10		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	50-115: Western Hwy@22.9-209: Ballarat Rd  Western Hwy@28.7	115	209	522	504	0	15	3	0.30	0.29		0.46	1.52	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	50-115: Western Hwy@22.9-283: Christies Rd@7.9	115	283	107	104	0	3	0	3.10	3.03		5.80		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	50-461: Ballarat Rd  Western Hwy@7.1-114: Western Hwy@17.3	461	114	321	301	0	18	2	0.14	0.12		0.33	1.01	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	50-461: Ballarat Rd  Western Hwy@7.1-209: Ballarat Rd  Western Hwy@28.7	461	209	20	18	0	2	0	0.68	0.66		0.84		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	50-461: Ballarat Rd  Western Hwy@7.1-215: Caroline Springs Blvd@5.8	461	215	65	60	0	4	1	0.45	0.39		0.97	1.63	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	50-648: Christies Rd@27.9-114: Western Hwy@17.3	648	114	30	27	0	3	0	0.39	0.34		0.84		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	50-648: Christies Rd@27.9-209: Ballarat Rd  Western Hwy@28.7	648	209	76	65	0	9	2	3.18	2.79		5.53	5.53	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	50-648: Christies Rd@27.9-215: Caroline Springs Blvd@5.8	648	215	275	228	1	25	4	0.56	0.55	0.00	0.68	0.88	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	17	0.49	0.00	LOS_A	1
1	10800-14400	50-649@8.2-283: Christies Rd@7.9	649	283	152	122	0	27	3	0.75	0.63		1.21	1.71	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	50-651@22.8-215: Caroline Springs Blvd@5.8	651	215	213	201	0	10	2	0.58	0.52		1.51	1.73	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	50-652: Caroline Springs Blvd@21.4-114: Western Hwy@17.3	652	114	93	87	1	5	0	1.03	0.97	2.78	1.79		0.00	0.00	0.00	0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	50-652: Caroline Springs Blvd@21.4-209: Ballarat Rd  Western Hwy@28.7	652	209	122	120	0	2	0	5.03	5.01		6.14		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	50-652: Caroline Springs Blvd@21.4-283: Christies Rd@7.9	652	283	607	571	0	15	4	1.55	1.49		1.26	2.25	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	17	3.53	0.00	LOS_A	1
1	10800-14400	50			2603	2408	2	138	21	1.10	1.07	1.39	1.40	1.92	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	34	2.01	0.00	LOS_A	1
1	10800-14400	51-7: Ballarat Rd  Western Hwy@16.6-10: Ballarat Rd  Western Hwy@18.5	7	10	4	4	0	0	0	0.05	0.05				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	51-7: Ballarat Rd  Western Hwy@16.6-385: Chisholm Dr@11.7	7	385	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	10800-14400	51-7: Ballarat Rd  Western Hwy@16.6-670: Ballarat Rd  Western Hwy@1.4	7	670	2	2	0	0	0	1.22	1.22				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	51-7: Ballarat Rd  Western Hwy@16.6-671: Panamax Rd@7.5	7	671	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	10800-14400	51-347: Panamax Rd@4.8-10: Ballarat Rd  Western Hwy@18.5	347	10	99	91	0	7	1	0.50	0.53		0.09	0.27	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	51-347: Panamax Rd@4.8-385: Chisholm Dr@11.7	347	385	15	14	0	1	0	1.43	1.47		0.87		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	51-347: Panamax Rd@4.8-670: Ballarat Rd  Western Hwy@1.4	347	670	85	81	0	4	0	3.51	3.40		5.69		0.03	0.03		0.00		LOS_A	1	0.02	10.69	0			LOS_A	
1	10800-14400	51-360: Ballarat Rd  Western Hwy@55.2-10: Ballarat Rd  Western Hwy@18.5	360	10	672	646	0	23	3	0.45	0.45		0.33	1.30	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	51-360: Ballarat Rd  Western Hwy@55.2-385: Chisholm Dr@11.7	360	385	20	17	0	3	0	2.46	2.24		3.70		0.06	0.07		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	51-360: Ballarat Rd  Western Hwy@55.2-671: Panamax Rd@7.5	360	671	48	44	0	2	2	1.91	1.86		2.57	2.48	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	51-673: Chisholm Dr@12.9-10: Ballarat Rd  Western Hwy@18.5	673	10	88	87	0	1	0	0.19	0.18		1.25		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	51-673: Chisholm Dr@12.9-670: Ballarat Rd  Western Hwy@1.4	673	670	31	31	0	0	0	1.70	1.70				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	51-673: Chisholm Dr@12.9-671: Panamax Rd@7.5	673	671	10	10	0	0	0	8.03	8.03				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	51-885: Ballarat Rd  Western Hwy@6.9-10: Ballarat Rd  Western Hwy@18.5	885	10	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	10800-14400	51-885: Ballarat Rd  Western Hwy@6.9-385: Chisholm Dr@11.7	885	385	5	5	0	0	0	3.16	3.16				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	51-885: Ballarat Rd  Western Hwy@6.9-670: Ballarat Rd  Western Hwy@1.4	885	670	428	377	0	45	6	0.65	0.64		0.74	0.39	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	51-885: Ballarat Rd  Western Hwy@6.9-671: Panamax Rd@7.5	885	671	81	74	0	7	0	2.24	1.96		5.22		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	51			1588	1483	0	93	12	0.91	0.88		1.28	0.96	0.00	0.00		0.00	0.00	LOS_A	1	0.00	10.69	0			LOS_A	
1	10800-14400	52-928: Melton Hwy@4.6-182@17.4	928	182	278	251	0	23	2	0.27	0.27		0.36	0.19	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	2	0.56	0.00	LOS_A	1
1	10800-14400	52-928: Melton Hwy@4.6-308: Ferris Rd  Melton Hwy@32.7	928	308	310	293	1	14	0	0.28	0.29	0.01	0.11		0.00	0.00	0.00	0.00		LOS_A	1	0.00	0.00	2	0.06	0.00	LOS_A	1
1	10800-14400	52-2259: Ferris Rd  Melton Hwy@16.4-182@17.4	2259	182	267	234	0	24	9	3.13	2.97		4.02	4.88	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	52-2259: Ferris Rd  Melton Hwy@16.4-200: Melton Hwy@86.6	2259	200	545	506	1	27	7	0.36	0.36	0.00	0.37	0.17	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	4	0.05	0.00	LOS_A	1
1	10800-14400	52-2260@39.2-200: Melton Hwy@86.6	2260	200	145	139	0	6	0	9.39	9.29		11.65		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	52-2260@39.2-308: Ferris Rd  Melton Hwy@32.7	2260	308	59	57	0	1	1	0.25	0.25		0.29	0.25	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	52			1604	1480	2	95	19	1.60	1.58	0.00	1.97	2.41	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	8	0.18	0.00	LOS_A	1
1	10800-14400	53-899: Melton Hwy@13.5-199: Melton Hwy@15.4	899	199	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	10800-14400	53-899: Melton Hwy@13.5-301: High St@21.5	899	301	15	14	0	1	0	0.31	0.29		0.61		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	53-899: Melton Hwy@13.5-376: High St@3.8	899	376	300	284	0	12	0	0.19	0.18		0.35		0.00	0.00		0.00		LOS_A	1	0.00	0.00	4	0.03	0.00	LOS_A	1
1	10800-14400	53-899: Melton Hwy@13.5-271619: Melton Hwy@15.3	899	271619	375	347	1	20	7	0.32	0.32	0.18	0.23	0.24	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	53-900: High St@7.7-199: Melton Hwy@15.4	900	199	178	161	0	13	0	1.54	1.47		1.86		0.00	0.00		0.00		LOS_A	1	0.00	0.00	4	3.22	0.00	LOS_A	1
1	10800-14400	53-900: High St@7.7-301: High St@21.5	900	301	19	19	0	0	0	0.24	0.24				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	53-900: High St@7.7-376: High St@3.8	900	376	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	10800-14400	53-900: High St@7.7-271619: Melton Hwy@15.3	900	271619	78	78	0	0	0	4.50	4.50				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	53-901: Melton Hwy@54.1-199: Melton Hwy@15.4	901	199	381	354	1	24	2	0.71	0.68	0.31	1.20	0.36	0.01	0.01	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	53-901: Melton Hwy@54.1-301: High St@21.5	901	301	7	7	0	0	0	2.24	2.24				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	53-901: Melton Hwy@54.1-376: High St@3.8	901	376	44	44	0	0	0	0.46	0.46				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	53-901: Melton Hwy@54.1-271619: Melton Hwy@15.3	901	271619	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	10800-14400	53-1241: High St@3.1-199: Melton Hwy@15.4	1241	199	29	29	0	0	0	1.70	1.70				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	53-1241: High St@3.1-301: High St@21.5	1241	301	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	10800-14400	53-1241: High St@3.1-376: High St@3.8	1241	376	10	10	0	0	0	0.08	0.08				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	53-1241: High St@3.1-271619: Melton Hwy@15.3	1241	271619	5	5	0	0	0	0.43	0.43				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	53			1441	1352	2	70	9	0.81	0.81	0.24	0.89	0.27	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	8	1.62	0.00	LOS_A	1
1	10800-14400	54-526: Ferris Rd@22.5-310@35.3	526	310	14	12	0	2	0	2.62	2.34		4.30		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	54-526: Ferris Rd@22.5-421: Ferris Rd@15.4	526	421	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	10800-14400	54-526: Ferris Rd@22.5-525: Ferris Rd@18.9	526	525	548	498	2	40	6	0.15	0.14	0.11	0.26	0.27	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	2	0.00	0.00	LOS_A	1
1	10800-14400	54-527: Zone connector@58.2-310@35.3	527	310	2	2	0	0	0	2.77	2.77				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	54-527: Zone connector@58.2-421: Ferris Rd@15.4	527	421	680	613	1	49	15	0.52	0.50	2.15	0.82	0.49	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	2	0.01	0.00	LOS_A	1
1	10800-14400	54-528@5.7-421: Ferris Rd@15.4	528	421	16	12	0	4	0	2.41	1.64		4.73		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	54-528@5.7-525: Ferris Rd@18.9	528	525	1	1	0	0	0	0.09	0.09				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	54			1261	1138	3	95	21	0.41	0.38	0.79	0.82	0.43	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	4	0.01	0.00	LOS_A	1
1	10800-14400	58-600: Leakes Rd@50.8-273@50.4	600	273	274	266	0	7	1	0.64	0.60		1.98	1.37	0.03	0.04		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	58-600: Leakes Rd@50.8-437: Leakes Rd@57.3	600	437	687	650	0	16	4	0.74	0.23		0.91	0.52	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	17	20.34	0.00	LOS_C	3
1	10800-14400	58-1263: Leakes Rd@67.9-271: Leakes Rd@3.2	1263	271	444	398	1	25	3	1.05	0.10	0.00	0.25	1.60	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	17	24.45	0.07	LOS_C	3
1	10800-14400	58-1263: Leakes Rd@67.9-273@50.4	1263	273	348	338	0	9	1	0.53	0.53		0.46	0.76	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	58-2374@24.3-271: Leakes Rd@3.2	2374	271	111	103	0	7	1	3.32	3.08		6.38	6.78	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	58-2374@24.3-437: Leakes Rd@57.3	2374	437	119	109	0	10	0	0.45	0.42		0.74		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	58			1983	1864	1	74	10	0.89	0.48	0.00	1.23	1.58	0.01	0.01	0.00	0.00	0.00	LOS_A	1	0.00	0.00	34	22.40	0.04	LOS_C	3
1	10800-14400	59-271: Leakes Rd@241.4-401: Leakes Rd@29.1	271	401	555	501	1	32	4	0.19	0.09	0.00	0.56	0.20	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	17	2.66	0.00	LOS_A	1
1	10800-14400	59-443@92.7-270: Leakes Rd@23.7	443	270	116	116	0	0	0	0.17	0.17				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	59-443@92.7-442@13.5	443	442	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	10800-14400	59-605: Leakes Rd@51.1-270: Leakes Rd@23.7	605	270	845	800	0	23	5	0.36	0.37		0.30	0.25	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	17	0.03	0.00	LOS_A	1
1	10800-14400	59-605: Leakes Rd@51.1-442@13.5	605	442	9	9	0	0	0	0.09	0.09				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	59			1525	1426	1	55	9	0.29	0.26	0.00	0.45	0.23	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	34	1.35	0.00	LOS_A	1
1	10800-14400	60-604: Leakes Rd@15.0-398: Taylors Rd@53.4	604	398	40	40	0	0	0	0.59	0.59				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	60-604: Leakes Rd@15.0-402: Leakes Rd@43.0	604	402	631	607	0	19	5	0.09	0.09		0.07	0.06	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	60-604: Leakes Rd@15.0-2146@76.1	604	2146	19	19	0	0	0	0.41	0.41				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	60-938: Leakes Rd@26.5-398: Taylors Rd@53.4	938	398	304	268	0	19	0	0.73	0.69		1.18		0.00	0.00		0.01		LOS_A	1	0.00	0.00	17	0.91	0.00	LOS_A	1
1	10800-14400	60-938: Leakes Rd@26.5-402: Leakes Rd@43.0	938	402	6	5	0	1	0	5.60	5.28		7.21		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	60-938: Leakes Rd@26.5-2146@76.1	938	2146	46	42	0	3	1	0.60	0.48		0.63	5.93	0.00	0.00		0.00	0.00	LOS_A	1	0.01	10.75	0			LOS_A	
1	10800-14400	60-938: Leakes Rd@26.5-27139: Leakes Rd@68.2	938	27139	199	186	1	9	3	0.08	0.07	0.34	0.27	0.00	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	60-2149@32.7-398: Taylors Rd@53.4	2149	398	30	30	0	0	0	0.19	0.19				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	60-2149@32.7-402: Leakes Rd@43.0	2149	402	96	96	0	0	0	2.65	2.65				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	60-2149@32.7-27139: Leakes Rd@68.2	2149	27139	26	26	0	0	0	2.64	2.64				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	60-271394: Taylors Rd@21.3-402: Leakes Rd@43.0	271394	402	121	101	0	3	0	1.97	1.42		3.11		0.00	0.00		0.00		LOS_A	1	0.00	0.00	17	5.04	0.00	LOS_A	1
1	10800-14400	60-271394: Taylors Rd@21.3-2146@76.1	271394	2146	16	16	0	0	0	0.02	0.02				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	60-271394: Taylors Rd@21.3-27139: Leakes Rd@68.2	271394	27139	19	19	0	0	0	0.24	0.24				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	60			1553	1455	1	54	9	0.62	0.55	0.34	0.83	0.69	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	10.75	34	2.98	0.00	LOS_A	1
1	10800-14400	61-539: Leakes Rd@105.5-438: Leakes Rd@41.9	539	438	84	77	1	6	0	0.15	0.14	0.16	0.16		0.00	0.00	0.00	0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	61-863: Leakes Rd@80.4-265@25.1	863	265	218	214	0	4	0	2.97	2.95		3.62		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	61-863: Leakes Rd@80.4-435: Leakes Rd@21.2	863	435	588	545	0	22	4	1.20	1.01		0.98	0.00	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	17	7.96	0.00	LOS_A	1
1	10800-14400	61-2344: Leakes Rd@40.2-265@25.1	2344	265	205	190	0	13	2	0.13	0.14		0.12	0.09	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	61-2344: Leakes Rd@40.2-438: Leakes Rd@41.9	2344	438	708	659	0	28	4	0.32	0.30		0.33	1.90	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	17	0.69	0.00	LOS_A	1
1	10800-14400	61-2345@108.7-435: Leakes Rd@21.2	2345	435	214	198	2	14	0	0.30	0.31	0.25	0.24		0.00	0.00	0.00	0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	61			2017	1883	3	87	10	0.83	0.78	0.22	0.59	0.78	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	34	4.33	0.00	LOS_A	1
1	10800-14400	62-267: Ian Cowie Way@65.6-264: Leakes Rd@17.3	267	264	2	2	0	0	0	0.09	0.09				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	62-267: Ian Cowie Way@65.6-434: Leakes Rd@22.8	267	434	4	3	0	1	0	0.07	0.04		0.18		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	62-538: Leakes Rd@89.6-264: Leakes Rd@17.3	538	264	130	97	0	1	0	0.20	0.22		0.02		0.00	0.00		0.00		LOS_A	1	0.00	0.00	32	0.14	0.00	LOS_A	1
1	10800-14400	62-538: Leakes Rd@89.6-268: Ian Cowie Way@17.3	538	268	5	5	0	0	0	0.05	0.05				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	62-864: Leakes Rd@39.3-268: Ian Cowie Way@17.3	864	268	2	2	0	0	0	2.30	2.30				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	62-864: Leakes Rd@39.3-434: Leakes Rd@22.8	864	434	158	123	0	3	0	0.24	0.23		0.14		0.00	0.00		0.00		LOS_A	1	0.00	0.00	32	0.29	0.00	LOS_A	1
1	10800-14400	62			301	232	0	5	0	0.23	0.23		0.12		0.00	0.00		0.00		LOS_A	1	0.00	0.00	64	0.22	0.00	LOS_A	1
1	10800-14400	63-374: Westcott Pde@100.7-263: Leakes Rd@9.1	374	263	50	49	0	1	0	0.05	0.04		0.34		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	63-374: Westcott Pde@100.7-372: Leakes Rd@14.9	374	372	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	10800-14400	63-542: Leakes Rd@34.5-372: Leakes Rd@14.9	542	372	95	62	0	1	0	0.05	0.06		0.02		0.00	0.00		0.00		LOS_A	1	0.00	0.00	32	0.04	0.00	LOS_A	1
1	10800-14400	63-542: Leakes Rd@34.5-375: Westcott Pde@26.6	542	375	37	37	0	0	0	0.07	0.07				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	63-543: Leakes Rd@6.7-263: Leakes Rd@9.1	543	263	110	76	0	2	0	0.12	0.12		0.00		0.00	0.00		0.00		LOS_A	1	0.00	0.00	32	0.13	0.00	LOS_A	1
1	10800-14400	63-543: Leakes Rd@6.7-375: Westcott Pde@26.6	543	375	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	10800-14400	63			292	224	0	4	0	0.08	0.08		0.09		0.00	0.00		0.00		LOS_A	1	0.00	0.00	64	0.08	0.00	LOS_A	1
1	10800-14400	66-622: Neales Rd W@46.2-34: Neales Rd W@22.7	622	34	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	10800-14400	66-622: Neales Rd W@46.2-232: Hopkins Rd@9.0	622	232	133	127	0	4	0	0.47	0.40		2.14		0.00	0.00		0.00		LOS_A	1	0.00	0.00	2	2.06	0.00	LOS_A	1
1	10800-14400	66-622: Neales Rd W@46.2-910: Melton Hwy@30.7	622	910	3	3	0	0	0	0.22	0.22				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	66-897: Hopkins Rd@13.5-35: Neales Rd W@48.6	897	35	79	72	0	5	0	1.22	1.11		2.55		0.00	0.00		0.00		LOS_A	1	0.00	0.00	2	1.96	0.00	LOS_A	1
1	10800-14400	66-897: Hopkins Rd@13.5-910: Melton Hwy@30.7	897	910	350	295	1	31	10	0.76	0.15	0.02	0.13	0.50	0.01	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	13	16.40	0.30	LOS_C	3
1	10800-14400	66-908: Melton Hwy@56.5-34: Neales Rd W@22.7	908	34	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	10800-14400	66-908: Melton Hwy@56.5-35: Neales Rd W@48.6	908	35	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	10800-14400	66-908: Melton Hwy@56.5-232: Hopkins Rd@9.0	908	232	565	528	2	17	5	0.74	0.67	0.41	0.88	0.60	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	13	3.42	0.00	LOS_A	1
1	10800-14400	66-2206: Neales Rd W@67.0-35: Neales Rd W@48.6	2206	35	15	15	0	0	0	1.64	1.64				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	66-2206: Neales Rd W@67.0-232: Hopkins Rd@9.0	2206	232	116	106	0	7	3	3.82	3.64		5.68	5.78	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	66-2206: Neales Rd W@67.0-910: Melton Hwy@30.7	2206	910	1	1	0	0	0	0.17	0.17				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	66-271701@14.9-34: Neales Rd W@22.7	271701	34	81	59	0	19	3	0.98	0.74		1.53	2.15	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	66			1343	1206	3	83	21	1.04	0.82	0.28	1.31	1.52	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	30	8.85	0.13	LOS_A	1
1	10800-14400	67-230: Hopkins Rd@80.5-37@39.6	230	37	333	319	1	10	3	0.83	0.83	0.53	0.74	0.51	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	67-230: Hopkins Rd@80.5-426: Hopkins Rd@27.0	230	426	481	442	1	18	5	2.58	2.20	5.09	2.12	1.01	0.01	0.01	0.00	0.00	0.00	LOS_A	1	0.00	0.00	15	14.64	0.00	LOS_B	2
1	10800-14400	67-427: Hopkins Rd@65.2-231: Hopkins Rd@8.0	427	231	431	351	1	53	13	0.27	0.16	0.02	0.73	0.43	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	13	1.20	0.00	LOS_A	1
1	10800-14400	67-946@14.4-231: Hopkins Rd@8.0	946	231	79	75	0	2	0	0.23	0.23		0.24		0.00	0.00		0.00		LOS_A	1	0.00	0.00	2	0.36	0.00	LOS_A	1
1	10800-14400	67-946@14.4-426: Hopkins Rd@27.0	946	426	135	118	0	13	4	0.42	0.41		0.38	0.76	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	10800-14400	67			1459	1305	3	96	25	1.17	1.04	1.88	0.93	0.61	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	30	7.86	0.00	LOS_A	1
1	10800-14400	68-252: Hopkins Rd@35.3-55: Hopkins Rd@43.4	252	55	539	474	1	45	13	0.72	0.73	0.29	0.58	1.03	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	6	0.47	0.00	LOS_A	1
1	10800-14400	68-252: Hopkins Rd@35.3-66: Meskos Rd@23.0	252	66	67	55	0	5	0	4.26	4.00		4.20		0.00	0.00		0.00		LOS_A	1	0.00	0.00	7	6.31	0.00	LOS_A	1
1	10800-14400	68-252: Hopkins Rd@35.3-82: Sheahan Rd@25.9	252	82	45	39	0	5	1	3.71	3.52		5.01	4.63	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
