$MOVEMENTEVALUATION:SIMRUN	TIMEINT	MOVEMENT	MOVEMENT\FROMLINK	MOVEMENT\TOLINK	VEHS(ALL)	VEHS(10)	VEHS(20)	VEHS(30)	VEHS(40)	VEHDELAY(ALL)	VEHDELAY(10)	VEHDELAY(20)	VEHDELAY(30)	VEHDELAY(40)	STOPDELAY(ALL)	STOPDELAY(10)	STOPDELAY(20)	STOPDELAY(30)	STOPDELAY(40)	LOS(ALL)	LOSVAL(ALL)	QLEN	QLENMAX	VEHS(50)	VEHDELAY(50)	STOPDELAY(50)	LOS(50)	LOSVAL(50)
1	7200-10800	61-863: Leakes Rd@80.4-265@25.1	863	265	195	184	1	2	8	3.28	3.01	5.12	3.91	9.15	0.20	0.03	0.00	0.00	4.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	61-863: Leakes Rd@80.4-435: Leakes Rd@21.2	863	435	758	703	1	19	18	1.22	1.07	0.67	1.03	0.78	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	17	8.04	0.00	LOS_A	1
1	7200-10800	61-2344: Leakes Rd@40.2-265@25.1	2344	265	284	256	0	15	13	0.17	0.17		0.25	0.13	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	61-2344: Leakes Rd@40.2-438: Leakes Rd@41.9	2344	438	989	929	1	19	23	0.52	0.51	0.00	0.75	0.59	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	17	1.04	0.00	LOS_A	1
1	7200-10800	61-2345@108.7-435: Leakes Rd@21.2	2345	435	710	692	0	13	5	0.26	0.26		0.27	0.17	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	61			3200	3012	4	79	71	0.74	0.68	1.48	0.64	1.46	0.01	0.00	0.00	0.00	0.45	LOS_A	1	0.00	0.00	34	4.54	0.00	LOS_A	1
1	7200-10800	62-267: Ian Cowie Way@65.6-264: Leakes Rd@17.3	267	264	1	1	0	0	0	0.06	0.06				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	62-267: Ian Cowie Way@65.6-434: Leakes Rd@22.8	267	434	8	8	0	0	0	0.05	0.05				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	62-538: Leakes Rd@89.6-264: Leakes Rd@17.3	538	264	172	139	0	1	0	0.16	0.17		0.18		0.00	0.00		0.00		LOS_A	1	0.00	0.00	32	0.10	0.00	LOS_A	1
1	7200-10800	62-538: Leakes Rd@89.6-268: Ian Cowie Way@17.3	538	268	8	8	0	0	0	0.04	0.04				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	62-864: Leakes Rd@39.3-268: Ian Cowie Way@17.3	864	268	3	3	0	0	0	2.34	2.34				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	62-864: Leakes Rd@39.3-434: Leakes Rd@22.8	864	434	268	222	0	10	4	0.38	0.43		0.02	0.14	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	32	0.19	0.00	LOS_A	1
1	7200-10800	62			460	381	0	11	4	0.30	0.33		0.04	0.14	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	64	0.14	0.00	LOS_A	1
1	7200-10800	63-374: Westcott Pde@100.7-263: Leakes Rd@9.1	374	263	31	31	0	0	0	0.02	0.02				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	63-374: Westcott Pde@100.7-372: Leakes Rd@14.9	374	372	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	63-542: Leakes Rd@34.5-372: Leakes Rd@14.9	542	372	149	116	0	1	0	0.05	0.06		0.05		0.00	0.00		0.00		LOS_A	1	0.00	0.00	32	0.03	0.00	LOS_A	1
1	7200-10800	63-542: Leakes Rd@34.5-375: Westcott Pde@26.6	542	375	24	24	0	0	0	0.07	0.07				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	63-543: Leakes Rd@6.7-263: Leakes Rd@9.1	543	263	240	194	0	10	4	0.17	0.18		0.00	0.14	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	32	0.20	0.00	LOS_A	1
1	7200-10800	63-543: Leakes Rd@6.7-375: Westcott Pde@26.6	543	375	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	63			444	365	0	11	4	0.12	0.12		0.00	0.14	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	64	0.11	0.00	LOS_A	1
1	7200-10800	66-622: Neales Rd W@46.2-34: Neales Rd W@22.7	622	34	72	72	0	0	0	1.08	1.08				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	66-622: Neales Rd W@46.2-232: Hopkins Rd@9.0	622	232	352	326	0	10	14	0.93	0.82		2.11	2.31	0.01	0.01		0.00	0.00	LOS_A	1	0.00	0.00	2	2.41	0.00	LOS_A	1
1	7200-10800	66-622: Neales Rd W@46.2-910: Melton Hwy@30.7	622	910	8	8	0	0	0	0.46	0.46				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	66-897: Hopkins Rd@13.5-35: Neales Rd W@48.6	897	35	282	263	1	11	5	1.26	1.20	2.94	2.06	1.90	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	2	2.06	0.00	LOS_A	1
1	7200-10800	66-897: Hopkins Rd@13.5-910: Melton Hwy@30.7	897	910	366	341	1	5	6	0.96	0.38	0.54	0.08	0.57	0.01	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	13	16.71	0.23	LOS_C	3
1	7200-10800	66-908: Melton Hwy@56.5-34: Neales Rd W@22.7	908	34	4	4	0	0	0	3.06	3.06				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	66-908: Melton Hwy@56.5-35: Neales Rd W@48.6	908	35	4	4	0	0	0	2.17	2.17				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	66-908: Melton Hwy@56.5-232: Hopkins Rd@9.0	908	232	329	294	1	13	8	1.06	1.03	0.00	0.52	0.44	0.01	0.01	0.00	0.00	0.00	LOS_A	1	0.00	0.00	13	2.91	0.00	LOS_A	1
1	7200-10800	66-2206: Neales Rd W@67.0-35: Neales Rd W@48.6	2206	35	12	12	0	0	0	0.78	0.78				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	66-2206: Neales Rd W@67.0-232: Hopkins Rd@9.0	2206	232	45	43	0	1	1	3.43	3.32		5.56	6.06	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	66-2206: Neales Rd W@67.0-910: Melton Hwy@30.7	2206	910	8	8	0	0	0	1.01	1.01				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	66-271701@14.9-34: Neales Rd W@22.7	271701	34	310	293	0	10	7	3.28	3.38		1.66	1.63	1.83	1.94		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	66			1792	1668	3	50	41	1.49	1.36	1.16	1.46	1.62	0.32	0.34	0.00	0.00	0.00	LOS_A	1	0.00	0.00	30	8.80	0.10	LOS_A	1
1	7200-10800	67-230: Hopkins Rd@80.5-37@39.6	230	37	180	151	1	16	12	0.46	0.44	0.36	0.59	0.52	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	67-230: Hopkins Rd@80.5-426: Hopkins Rd@27.0	230	426	546	512	0	8	11	1.99	1.65		2.23	0.93	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	15	14.02	0.00	LOS_B	2
1	7200-10800	67-427: Hopkins Rd@65.2-231: Hopkins Rd@8.0	427	231	821	777	2	19	10	0.40	0.35	0.71	1.47	1.12	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	13	1.30	0.00	LOS_A	1
1	7200-10800	67-946@14.4-231: Hopkins Rd@8.0	946	231	138	121	0	7	8	0.30	0.30		0.21	0.33	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	2	0.36	0.00	LOS_A	1
1	7200-10800	67-946@14.4-426: Hopkins Rd@27.0	946	426	96	85	0	6	5	0.37	0.36		0.35	0.48	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	67			1781	1646	3	56	46	0.88	0.76	0.59	1.05	0.71	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	30	7.60	0.00	LOS_A	1
1	7200-10800	68-252: Hopkins Rd@35.3-55: Hopkins Rd@43.4	252	55	717	671	0	21	19	0.72	0.73		0.61	0.51	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	6	0.48	0.00	LOS_A	1
1	7200-10800	68-252: Hopkins Rd@35.3-66: Meskos Rd@23.0	252	66	69	60	0	2	0	4.39	4.16		4.32		0.00	0.00		0.00		LOS_A	1	0.00	0.00	7	6.40	0.00	LOS_A	1
1	7200-10800	68-252: Hopkins Rd@35.3-82: Sheahan Rd@25.9	252	82	31	24	0	5	2	3.89	3.62		4.86	4.73	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	68-2153: Sheahan Rd@17.6-12: Hopkins Rd@3.8	2153	12	50	45	0	2	3	5.33	5.13		6.34	7.62	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	68-2153: Sheahan Rd@17.6-55: Hopkins Rd@43.4	2153	55	42	39	0	2	1	2.34	2.25		3.31	3.63	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	68-2153: Sheahan Rd@17.6-66: Meskos Rd@23.0	2153	66	0	0	0	0	0											LOS_A		0.04	34.84	0			LOS_A	
1	7200-10800	68-2157: Hopkins Rd@4.7-12: Hopkins Rd@3.8	2157	12	579	501	2	40	30	0.53	0.53	0.90	0.54	0.65	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	6	0.35	0.00	LOS_A	1
1	7200-10800	68-2157: Hopkins Rd@4.7-66: Meskos Rd@23.0	2157	66	11	10	0	1	0	2.71	2.42		5.63		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	68-2157: Hopkins Rd@4.7-82: Sheahan Rd@25.9	2157	82	5	5	0	0	0	4.12	4.12				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	68-2195: Meskos Rd@18.4-12: Hopkins Rd@3.8	2195	12	87	72	1	4	3	1.19	0.65	2.84	2.94	3.15	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	7	4.65	0.00	LOS_A	1
1	7200-10800	68-2195: Meskos Rd@18.4-55: Hopkins Rd@43.4	2195	55	32	32	0	0	0	2.40	2.40				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	68-2195: Meskos Rd@18.4-82: Sheahan Rd@25.9	2195	82	2	1	1	0	0	0.18	0.01	0.35			0.00	0.00	0.00			LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	68			1625	1460	4	77	58	1.13	1.08	1.25	1.35	1.29	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.01	34.84	26	3.17	0.00	LOS_A	1
1	7200-10800	69-290: Caroline Springs Blvd@7.8-60: Caroline Springs Blvd@15.2	290	60	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	69-290: Caroline Springs Blvd@7.8-291: Caroline Springs Blvd@13.3	290	291	735	664	1	32	21	0.43	0.40	0.25	0.39	0.42	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	17	1.93	0.00	LOS_A	1
1	7200-10800	69-290: Caroline Springs Blvd@7.8-293: Chisholm Dr@13.5	290	293	72	63	0	4	5	0.51	0.52		0.28	0.68	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	69-290: Caroline Springs Blvd@7.8-431: Springlake Ave@15.6	290	431	30	30	0	0	0	2.51	2.51				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	69-292: Caroline Springs Blvd@170.8-60: Caroline Springs Blvd@15.2	292	60	491	437	1	18	18	1.15	0.64	0.27	1.16	0.55	0.01	0.01	0.00	0.00	0.00	LOS_A	1	0.00	0.00	17	14.97	0.00	LOS_B	2
1	7200-10800	69-292: Caroline Springs Blvd@170.8-291: Caroline Springs Blvd@13.3	292	291	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	69-292: Caroline Springs Blvd@170.8-293: Chisholm Dr@13.5	292	293	6	6	0	0	0	1.13	1.13				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	69-292: Caroline Springs Blvd@170.8-431: Springlake Ave@15.6	292	431	20	20	0	0	0	0.54	0.54				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	69-294: Chisholm Dr@69.6-60: Caroline Springs Blvd@15.2	294	60	18	17	0	0	1	0.15	0.15			0.18	0.00	0.00			0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	69-294: Chisholm Dr@69.6-291: Caroline Springs Blvd@13.3	294	291	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	69-294: Chisholm Dr@69.6-293: Chisholm Dr@13.5	294	293	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	69-294: Chisholm Dr@69.6-431: Springlake Ave@15.6	294	431	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	69-430: Springlake Ave@96.9-60: Caroline Springs Blvd@15.2	430	60	20	19	0	0	1	0.41	0.42			0.19	0.00	0.00			0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	69-430: Springlake Ave@96.9-291: Caroline Springs Blvd@13.3	430	291	20	20	0	0	0	0.22	0.22				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	69-430: Springlake Ave@96.9-293: Chisholm Dr@13.5	430	293	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	69-430: Springlake Ave@96.9-431: Springlake Ave@15.6	430	431	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	69			1412	1276	2	54	46	0.73	0.53	0.26	0.64	0.49	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	34	8.45	0.00	LOS_A	1
1	7200-10800	70-352: Eucumbene Dr@292.9-111: Christies Rd@15.7	352	111	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	70-647: Christies Rd@8.4-111: Christies Rd@15.7	647	111	472	394	2	33	26	1.16	1.21	0.88	0.96	0.87	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	17	0.91	0.00	LOS_A	1
1	7200-10800	70-647: Christies Rd@8.4-353: Eucumbene Dr@18.0	647	353	15	13	0	1	1	1.76	1.73		1.68	2.21	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	70-647: Christies Rd@8.4-1920@12.9	647	1920	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	70-891: Christies Rd@8.7-287: Christies Rd@20.9	891	287	501	436	1	25	22	2.82	2.83	1.51	2.28	3.74	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	17	2.30	0.00	LOS_A	1
1	7200-10800	70-891: Christies Rd@8.7-353: Eucumbene Dr@18.0	891	353	53	53	0	0	0	7.47	7.47				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	70-891: Christies Rd@8.7-1920@12.9	891	1920	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	70-1919@25.6-287: Christies Rd@20.9	1919	287	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	70			1041	896	3	59	49	2.29	2.38	1.09	1.53	2.19	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	34	1.61	0.00	LOS_A	1
1	7200-10800	71-111: Christies Rd@84.9-129@9.8	111	129	334	298	1	19	16	0.08	0.07	0.29	0.16	0.11	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	71-111: Christies Rd@84.9-282: Christies Rd@12.4	111	282	138	96	1	14	10	0.11	0.10	0.08	0.14	0.02	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	17	0.20	0.00	LOS_A	1
1	7200-10800	71-274: Christies Rd@5.8-112: Christies Rd@6.8	274	112	554	489	1	25	22	5.16	5.28	2.33	5.37	4.11	0.01	0.01	0.00	0.00	0.00	LOS_A	1	0.00	0.00	17	2.87	0.00	LOS_A	1
1	7200-10800	71-274: Christies Rd@5.8-129@9.8	274	129	218	156	2	42	18	4.79	4.63	5.37	5.12	5.36	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.01	12.10	0			LOS_A	
1	7200-10800	71			1244	1039	5	100	66	3.17	3.21	2.69	3.54	2.86	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	12.10	34	1.54	0.00	LOS_A	1
1	7200-10800	72-279: Christies Rd@96.9-280: Christies Rd@44.5	279	280	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	72-279: Christies Rd@96.9-394: Christies Rd@15.7	279	394	84	45	1	12	9	3.10	2.11	35.30	3.22	2.91	0.67	0.32	14.31	0.20	0.29	LOS_A	1	0.00	0.00	17	3.83	1.32	LOS_A	1
1	7200-10800	72-279: Christies Rd@96.9-626: Palm Springs Rd@75.1	279	626	54	51	0	2	1	11.13	10.85		18.50	10.68	2.37	2.40		1.93	1.53	LOS_B	2	0.00	0.00	0			LOS_A	
1	7200-10800	72-393: Christies Rd@348.6-280: Christies Rd@44.5	393	280	184	91	1	51	24	29.02	33.91	7.81	22.83	33.89	2.86	3.53	0.00	2.18	3.13	LOS_D	4	5.01	117.37	17	15.80	1.09	LOS_C	3
1	7200-10800	72-393: Christies Rd@348.6-394: Christies Rd@15.7	393	394	0	0	0	0	0											LOS_A		5.01	117.37	0			LOS_A	
1	7200-10800	72-393: Christies Rd@348.6-626: Palm Springs Rd@75.1	393	626	4	4	0	0	0	28.71	28.71				1.48	1.48				LOS_D	4	5.01	117.37	0			LOS_A	
1	7200-10800	72-625: Palm Springs Rd@88.9-280: Christies Rd@44.5	625	280	307	292	1	7	7	17.66	17.40	33.45	16.39	27.59	1.33	1.34	1.50	1.51	0.98	LOS_C	3	1.94	84.01	0			LOS_A	
1	7200-10800	72-625: Palm Springs Rd@88.9-394: Christies Rd@15.7	625	394	31	31	0	0	0	18.42	18.42				1.60	1.60				LOS_C	3	1.94	84.01	0			LOS_A	
1	7200-10800	72-625: Palm Springs Rd@88.9-626: Palm Springs Rd@75.1	625	626	0	0	0	0	0											LOS_A		1.94	84.01	0			LOS_A	
1	7200-10800	72-1914@136.2-280: Christies Rd@44.5	1914	280	281	262	1	9	9	24.40	23.93	2.96	25.18	39.72	2.60	2.62	0.00	1.75	2.99	LOS_C	3	6.33	117.33	0			LOS_A	
1	7200-10800	72-1914@136.2-394: Christies Rd@15.7	1914	394	37	17	1	17	2	7.45	1.48	53.96	11.47	0.69	0.32	0.19	0.93	0.45	0.00	LOS_A	1	6.33	117.33	0			LOS_A	
1	7200-10800	72-1914@136.2-626: Palm Springs Rd@75.1	1914	626	35	30	0	5	0	17.91	16.94		23.77		1.79	2.03		0.33		LOS_C	3	6.33	117.33	0			LOS_A	
1	7200-10800	72			1017	823	5	103	52	19.73	19.81	26.69	18.40	26.97	1.95	2.01	3.35	1.49	2.18	LOS_C	3	3.32	117.37	34	9.82	1.20	LOS_A	1
1	7200-10800	73-350: Delma Rd@97.2-464: Ballarat Rd  Western Hwy@8.8	350	464	7	7	0	0	0	0.06	0.06				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	73-663: Ballarat Rd  Western Hwy@46.8-351: Delma Rd@11.2	663	351	4	4	0	0	0	2.42	2.42				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	73-663: Ballarat Rd  Western Hwy@46.8-464: Ballarat Rd  Western Hwy@8.8	663	464	1131	1075	2	35	19	0.42	0.39	1.64	0.93	0.83	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	73			1142	1086	2	35	19	0.42	0.40	1.64	0.93	0.83	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	76-911@130.2-404: Hopkins Rd@29.7	911	404	28	28	0	0	0	0.17	0.17				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	76-911@130.2-408: Hopkins Rd@16.0	911	408	75	75	0	0	0	0.13	0.13				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	76-913: Hopkins Rd@4.0-408: Hopkins Rd@16.0	913	408	520	441	2	41	30	0.79	0.79	1.96	0.85	0.71	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	6	0.81	0.00	LOS_A	1
1	7200-10800	76-913: Hopkins Rd@4.0-912@27.4	913	912	33	28	0	2	3	5.53	5.27		6.69	7.17	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	76-948: Hopkins Rd@33.1-404: Hopkins Rd@29.7	948	404	510	461	0	23	20	0.54	0.57		0.39	0.24	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	6	0.26	0.00	LOS_A	1
1	7200-10800	76-948: Hopkins Rd@33.1-912@27.4	948	912	281	281	0	0	0	1.81	1.81				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	76			1447	1314	2	66	53	0.96	0.97	1.96	0.87	0.90	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	12	0.53	0.00	LOS_A	1
1	7200-10800	77-208: Western Fwy@25.5-84: Western Fwy@15.9	208	84	1155	1028	24	64	39	0.96	0.98	0.71	0.88	0.68	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	77-208: Western Fwy@25.5-180@16.3	208	180	227	210	1	8	8	3.42	3.21	7.14	6.07	5.75	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	77			1382	1238	25	72	47	1.36	1.36	0.97	1.46	1.54	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	78-84: Western Fwy@896.6-203: Western Fwy@19.3	84	203	1155	1028	24	64	39	0.10	0.10	0.21	0.07	0.12	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	78-529@72.8-203: Western Fwy@19.3	529	203	501	430	3	40	26	3.80	3.75	2.24	4.77	3.56	0.07	0.06	0.04	0.10	0.24	LOS_A	1	0.00	0.00	2	2.06	0.00	LOS_A	1
1	7200-10800	78			1656	1458	27	104	65	1.22	1.18	0.43	1.88	1.49	0.02	0.02	0.00	0.04	0.10	LOS_A	1	0.00	0.00	2	2.06	0.00	LOS_A	1
1	7200-10800	79-184: Western Fwy@928.7-205: Western Fwy@68.7	184	205	1589	1502	7	48	32	0.91	0.93	0.90	0.79	0.47	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	79-333@86.1-205: Western Fwy@68.7	333	205	297	290	0	1	6	0.81	0.80		2.54	1.12	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	79			1886	1792	7	49	38	0.90	0.91	0.90	0.82	0.57	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	80-424: Western Fwy@14.2-184: Western Fwy@85.3	424	184	1589	1502	7	48	32	0.64	0.61	1.11	1.54	0.47	0.01	0.01	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	80-424: Western Fwy@14.2-337@9.9	424	337	738	668	0	51	17	0.54	0.54		0.52	0.89	0.05	0.06		0.00	0.00	LOS_A	1	0.00	0.00	2	0.00	0.00	LOS_A	1
1	7200-10800	80			2327	2170	7	99	49	0.61	0.59	1.11	1.01	0.62	0.02	0.02	0.00	0.00	0.00	LOS_A	1	0.00	0.00	2	0.00	0.00	LOS_A	1
1	7200-10800	81-532: Western Hwy@54.1-334: Western Hwy@32.3	532	334	1637	1439	27	104	65	0.07	0.08	0.01	0.05	0.04	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	2	0.25	0.00	LOS_A	1
1	7200-10800	81-532: Western Hwy@54.1-481@40.2	532	481	19	19	0	0	0	4.55	4.55				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	81			1656	1458	27	104	65	0.13	0.14	0.01	0.05	0.04	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	2	0.25	0.00	LOS_A	1
1	7200-10800	82-334: Western Hwy@655.0-72: Western Hwy@13.2	334	72	1637	1439	27	104	65	0.09	0.09	0.00	0.11	0.07	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	2	0.32	0.00	LOS_A	1
1	7200-10800	82-482@267.1-72: Western Hwy@13.2	482	72	14	14	0	0	0	0.03	0.03				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	82			1651	1453	27	104	65	0.09	0.09	0.00	0.11	0.07	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	2	0.32	0.00	LOS_A	1
1	7200-10800	83-313: Western Hwy@40.0-103: Western Hwy@23.6	313	103	1140	963	26	94	55	0.65	0.67	0.26	0.58	0.47	0.02	0.02	0.00	0.00	0.00	LOS_A	1	0.57	42.03	2	2.28	0.00	LOS_A	1
1	7200-10800	83-313: Western Hwy@40.0-174@14.4	313	174	510	489	1	10	10	4.56	4.46	8.23	6.81	6.82	0.15	0.16	0.00	0.00	0.00	LOS_A	1	0.57	42.03	0			LOS_A	
1	7200-10800	83			1650	1452	27	104	65	1.86	1.95	0.55	1.18	1.45	0.06	0.07	0.00	0.00	0.00	LOS_A	1	0.57	42.03	2	2.28	0.00	LOS_A	1
1	7200-10800	84-161@132.7-99: Western Hwy@9.8	161	99	479	440	1	17	21	0.15	0.14	0.08	0.20	0.13	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	84-187: Western Hwy@837.8-99: Western Hwy@9.8	187	99	1848	1730	6	82	28	0.04	0.05	0.13	0.03	0.05	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	2	0.00	0.00	LOS_A	1
1	7200-10800	84			2327	2170	7	99	49	0.07	0.07	0.12	0.06	0.09	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	2	0.00	0.00	LOS_A	1
1	7200-10800	85-103: Western Hwy@963.6-90: Western Hwy@22.8	103	90	1140	963	26	94	55	0.41	0.37	1.00	0.46	0.85	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	2	0.37	0.00	LOS_A	1
1	7200-10800	85-2380@33.8-90: Western Hwy@22.8	2380	90	530	491	0	21	18	1.00	0.95		1.53	1.74	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
