$MOVEMENTEVALUATION:SIMRUN	TIMEINT	MOVEMENT	MOVEMENT\FROMLINK	MOVEMENT\TOLINK	VEHS(ALL)	VEHS(10)	VEHS(20)	VEHS(30)	VEHS(40)	VEHDELAY(ALL)	VEHDELAY(10)	VEHDELAY(20)	VEHDELAY(30)	VEHDELAY(40)	STOPDELAY(ALL)	STOPDELAY(10)	STOPDELAY(20)	STOPDELAY(30)	STOPDELAY(40)	LOS(ALL)	LOSVAL(ALL)	QLEN	QLENMAX
1	3600-7200	45			1129	1046	1	54	28	0.46	0.45	0.00	0.36	0.94	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	46-12: Hopkins Rd@68.7-44: Hopkins Rd@23.1	12	44	558	489	0	41	28	1.30	1.27		1.60	1.34	0.05	0.05		0.08	0.00	LOS_A	1	0.21	29.37
1	3600-7200	46-12: Hopkins Rd@68.7-104@37.0	12	104	135	123	1	4	7	0.83	0.89	0.00	0.15	0.27	0.33	0.36	0.00	0.00	0.00	LOS_A	1	0.21	29.37
1	3600-7200	46-12: Hopkins Rd@68.7-428@34.4	12	428	12	12	0	0	0	1.32	1.32				0.00	0.00				LOS_A	1	0.21	29.37
1	3600-7200	46-12: Hopkins Rd@68.7-1243: Hopkins Rd@4.1	12	1243	0	0	0	0	0											LOS_A		0.21	29.37
1	3600-7200	46-255: Hopkins Rd@16.9-44: Hopkins Rd@23.1	255	44	0	0	0	0	0											LOS_A		0.00	0.00
1	3600-7200	46-255: Hopkins Rd@16.9-104@37.0	255	104	174	165	1	5	1	0.69	0.70	0.28	0.49	0.12	0.01	0.01	0.00	0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	46-255: Hopkins Rd@16.9-428@34.4	255	428	10	10	0	0	0	0.07	0.07				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	46-255: Hopkins Rd@16.9-1243: Hopkins Rd@4.1	255	1243	350	329	0	12	9	0.38	0.38		0.34	0.48	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	46-257@10.6-44: Hopkins Rd@23.1	257	44	413	381	1	24	7	1.15	1.12	2.48	1.61	1.11	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	46-257@10.6-104@37.0	257	104	0	0	0	0	0											LOS_A		0.00	0.00
1	3600-7200	46-257@10.6-428@34.4	257	428	0	0	0	0	0											LOS_A		0.00	0.00
1	3600-7200	46-257@10.6-1243: Hopkins Rd@4.1	257	1243	316	295	2	16	3	0.38	0.34	6.31	0.24	0.67	0.02	0.02	1.44	0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	46-429@91.6-44: Hopkins Rd@23.1	429	44	70	70	0	0	0	1.31	1.31				0.01	0.01				LOS_A	1	0.00	0.00
1	3600-7200	46-429@91.6-104@37.0	429	104	0	0	0	0	0											LOS_A		0.00	0.00
1	3600-7200	46-429@91.6-428@34.4	429	428	0	0	0	0	0											LOS_A		0.00	0.00
1	3600-7200	46-429@91.6-1243: Hopkins Rd@4.1	429	1243	6	6	0	0	0	0.13	0.13				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	46			2044	1880	5	102	55	0.88	0.86	3.08	1.13	0.97	0.04	0.04	0.58	0.03	0.00	LOS_A	1	0.05	29.37
1	3600-7200	47-4: Caroline Springs Blvd@6.8-212: Caroline Springs Blvd@4.7	4	212	414	360	0	32	20	1.06	0.99		0.92	0.81	0.00	0.00		0.00	0.00	LOS_A	1	0.01	32.10
1	3600-7200	47-4: Caroline Springs Blvd@6.8-446@6.0	4	446	6	6	0	0	0	0.05	0.05				0.00	0.00				LOS_A	1	0.01	32.10
1	3600-7200	47-447@32.5-212: Caroline Springs Blvd@4.7	447	212	2	2	0	0	0	0.20	0.20				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	47-887: Caroline Springs Blvd@16.4-448@12.1	887	448	781	722	3	35	19	0.66	0.67	0.20	0.62	0.52	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	47			1203	1090	3	67	39	0.79	0.77	0.20	0.76	0.67	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	32.10
1	3600-7200	49-351: Delma Rd@85.2-352: Eucumbene Dr@37.8	351	352	0	0	0	0	0											LOS_A		0.00	0.00
1	3600-7200	49-351: Delma Rd@85.2-506: Zone connector@80.7	351	506	0	0	0	0	0											LOS_A		0.00	0.00
1	3600-7200	49-353: Eucumbene Dr@275.9-350: Delma Rd@23.2	353	350	0	0	0	0	0											LOS_A		0.00	0.00
1	3600-7200	49-353: Eucumbene Dr@275.9-506: Zone connector@80.7	353	506	62	59	0	3	0	0.03	0.03		0.01		0.00	0.00		0.00		LOS_A	1	0.00	0.00
1	3600-7200	49-505: Zone connector@77.8-350: Delma Rd@23.2	505	350	26	26	0	0	0	0.08	0.08				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	49-505: Zone connector@77.8-352: Eucumbene Dr@37.8	505	352	5	5	0	0	0	0.22	0.22				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	49			93	90	0	3	0	0.05	0.05		0.01		0.00	0.00		0.00		LOS_A	1	0.00	0.00
1	3600-7200	50-115: Western Hwy@22.9-209: Ballarat Rd  Western Hwy@28.7	115	209	231	213	0	13	5	0.52	0.52		0.68	0.18	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	50-115: Western Hwy@22.9-283: Christies Rd@7.9	115	283	48	39	0	4	5	1.23	0.70		3.24	3.73	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	50-461: Ballarat Rd  Western Hwy@7.1-114: Western Hwy@17.3	461	114	661	636	1	16	8	1.25	1.26	0.47	0.94	0.88	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.35	12.15
1	3600-7200	50-461: Ballarat Rd  Western Hwy@7.1-209: Ballarat Rd  Western Hwy@28.7	461	209	15	15	0	0	0	2.51	2.51				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	50-461: Ballarat Rd  Western Hwy@7.1-215: Caroline Springs Blvd@5.8	461	215	275	267	0	4	4	0.16	0.13		0.94	1.51	0.00	0.00		0.00	0.00	LOS_A	1	0.35	12.15
1	3600-7200	50-648: Christies Rd@27.9-114: Western Hwy@17.3	648	114	88	83	0	3	2	0.41	0.35		1.45	1.48	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	50-648: Christies Rd@27.9-209: Ballarat Rd  Western Hwy@28.7	648	209	67	52	2	7	6	13.60	13.20	15.62	14.80	14.99	0.00	0.00	0.00	0.00	0.00	LOS_B	2	0.00	0.00
1	3600-7200	50-648: Christies Rd@27.9-215: Caroline Springs Blvd@5.8	648	215	284	259	0	15	8	3.37	3.44		3.15	2.53	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	50-649@8.2-283: Christies Rd@7.9	649	283	178	147	0	20	11	0.23	0.15		0.60	0.57	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	50-651@22.8-215: Caroline Springs Blvd@5.8	651	215	222	196	3	16	7	0.40	0.25	2.50	1.11	1.90	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	50-652: Caroline Springs Blvd@21.4-114: Western Hwy@17.3	652	114	116	109	0	4	3	0.53	0.44		1.58	2.38	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	50-652: Caroline Springs Blvd@21.4-209: Ballarat Rd  Western Hwy@28.7	652	209	67	61	0	4	2	4.16	3.96		6.10	6.52	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	50-652: Caroline Springs Blvd@21.4-283: Christies Rd@7.9	652	283	233	192	0	24	15	1.02	1.10		0.53	0.44	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	50			2485	2269	6	130	76	1.49	1.40	6.53	2.07	2.53	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.04	12.15
1	3600-7200	51-7: Ballarat Rd  Western Hwy@16.6-10: Ballarat Rd  Western Hwy@18.5	7	10	29	26	0	2	1	0.17	0.18		0.12	0.10	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	51-7: Ballarat Rd  Western Hwy@16.6-385: Chisholm Dr@11.7	7	385	5	5	0	0	0	1.13	1.13				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	51-7: Ballarat Rd  Western Hwy@16.6-670: Ballarat Rd  Western Hwy@1.4	7	670	39	38	0	1	0	2.58	2.47		6.80		0.00	0.00		0.00		LOS_A	1	0.00	0.00
1	3600-7200	51-7: Ballarat Rd  Western Hwy@16.6-671: Panamax Rd@7.5	7	671	0	0	0	0	0											LOS_A		0.00	0.00
1	3600-7200	51-347: Panamax Rd@4.8-10: Ballarat Rd  Western Hwy@18.5	347	10	212	203	0	5	4	0.68	0.69		0.54	0.25	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	51-347: Panamax Rd@4.8-385: Chisholm Dr@11.7	347	385	23	23	0	0	0	1.44	1.44				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	51-347: Panamax Rd@4.8-670: Ballarat Rd  Western Hwy@1.4	347	670	219	213	0	3	3	3.81	3.75		6.63	5.70	0.01	0.01		0.00	0.00	LOS_A	1	0.03	16.14
1	3600-7200	51-360: Ballarat Rd  Western Hwy@55.2-10: Ballarat Rd  Western Hwy@18.5	360	10	281	249	2	20	10	1.33	1.33	4.62	0.97	1.38	0.01	0.01	0.00	0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	51-360: Ballarat Rd  Western Hwy@55.2-385: Chisholm Dr@11.7	360	385	48	43	0	3	2	1.38	0.97		5.44	4.16	0.02	0.00		0.34	0.00	LOS_A	1	0.00	0.00
1	3600-7200	51-360: Ballarat Rd  Western Hwy@55.2-671: Panamax Rd@7.5	360	671	50	48	0	1	1	0.40	0.33		2.33	1.75	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	51-673: Chisholm Dr@12.9-10: Ballarat Rd  Western Hwy@18.5	673	10	51	51	0	0	0	0.39	0.39				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	51-673: Chisholm Dr@12.9-670: Ballarat Rd  Western Hwy@1.4	673	670	44	42	0	1	1	2.17	2.10		2.44	5.00	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	51-673: Chisholm Dr@12.9-671: Panamax Rd@7.5	673	671	16	16	0	0	0	9.97	9.97				1.15	1.15				LOS_A	1	0.00	0.00
1	3600-7200	51-885: Ballarat Rd  Western Hwy@6.9-10: Ballarat Rd  Western Hwy@18.5	885	10	0	0	0	0	0											LOS_A		0.00	0.00
1	3600-7200	51-885: Ballarat Rd  Western Hwy@6.9-385: Chisholm Dr@11.7	885	385	55	54	0	1	0	3.43	3.41		4.76		0.35	0.36		0.00		LOS_A	1	0.00	0.00
1	3600-7200	51-885: Ballarat Rd  Western Hwy@6.9-670: Ballarat Rd  Western Hwy@1.4	885	670	802	747	1	35	19	1.88	1.90	1.79	1.46	2.14	0.03	0.03	0.00	0.00	0.10	LOS_A	1	0.00	0.00
1	3600-7200	51-885: Ballarat Rd  Western Hwy@6.9-671: Panamax Rd@7.5	885	671	128	120	0	5	3	3.09	2.94		4.91	6.17	0.11	0.11		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	51			2002	1878	3	77	44	1.97	1.96	3.68	1.95	2.41	0.04	0.04	0.00	0.01	0.04	LOS_A	1	0.00	16.14
1	3600-7200	52-928: Melton Hwy@4.6-182@17.4	928	182	263	229	0	17	15	1.05	0.97		1.37	1.58	0.05	0.05		0.11	0.00	LOS_A	1	0.00	0.00
1	3600-7200	52-928: Melton Hwy@4.6-308: Ferris Rd  Melton Hwy@32.8	928	308	403	383	1	14	5	0.99	1.01	0.29	0.51	0.67	0.01	0.01	0.00	0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	52-2259: Ferris Rd  Melton Hwy@16.4-182@17.4	2259	182	209	175	2	23	9	1.85	1.49	5.08	2.75	5.86	0.02	0.01	0.00	0.04	0.30	LOS_A	1	0.00	0.00
1	3600-7200	52-2259: Ferris Rd  Melton Hwy@16.4-200: Melton Hwy@86.6	2259	200	819	764	1	34	19	1.68	1.72	0.00	1.32	1.02	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	52-2260@38.7-200: Melton Hwy@86.6	2260	200	71	67	0	3	1	2.24	2.03		5.65	5.85	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	52-2260@38.7-308: Ferris Rd  Melton Hwy@32.8	2260	308	101	97	0	3	1	0.05	0.05		0.00	0.01	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	52			1866	1715	4	94	50	1.39	1.35	2.61	1.65	2.10	0.01	0.01	0.00	0.03	0.05	LOS_A	1	0.00	0.00
1	3600-7200	54-526: Ferris Rd@22.5-310@35.3	526	310	18	17	0	1	0	2.34	2.24		4.00		0.00	0.00		0.00		LOS_A	1	0.00	0.00
1	3600-7200	54-526: Ferris Rd@22.5-421: Ferris Rd@15.4	526	421	1	1	0	0	0	1.05	1.05				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	54-526: Ferris Rd@22.5-525: Ferris Rd@18.9	526	525	706	655	2	39	10	0.64	0.65	0.01	0.48	0.56	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	54-527: Zone connector@58.2-310@35.3	527	310	1	0	0	0	1	11.97				11.97	2.43				2.43	LOS_B	2	0.00	0.00
1	3600-7200	54-527: Zone connector@58.2-421: Ferris Rd@15.4	527	421	783	729	2	34	18	1.05	1.09	0.15	0.32	0.96	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	54-528@5.7-421: Ferris Rd@15.4	528	421	16	13	0	3	0	2.01	1.35		4.90		0.00	0.00		0.00		LOS_A	1	0.00	0.00
1	3600-7200	54-528@5.7-525: Ferris Rd@18.9	528	525	3	2	0	1	0	0.07	0.03		0.16		0.00	0.00		0.00		LOS_A	1	0.00	0.00
1	3600-7200	54			1528	1417	4	78	29	0.89	0.90	0.08	0.62	1.20	0.00	0.00	0.00	0.00	0.08	LOS_A	1	0.00	0.00
1	3600-7200	58-600: Leakes Rd@50.8-273@50.4	600	273	160	151	0	5	4	2.72	2.53		5.11	6.94	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	58-600: Leakes Rd@50.8-437: Leakes Rd@57.3	600	437	534	503	0	19	11	0.80	0.81		0.82	0.56	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	58-1263: Leakes Rd@68.4-271: Leakes Rd@68.8	1263	271	813	777	2	20	13	2.28	2.32	0.00	1.13	2.12	0.08	0.08	0.00	0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	58-1263: Leakes Rd@68.4-273@50.4	1263	273	383	355	3	15	10	5.38	5.14	13.11	7.54	8.27	0.63	0.60	2.71	0.98	0.63	LOS_A	1	0.00	0.00
1	3600-7200	58-2374@24.3-271: Leakes Rd@68.8	2374	271	205	192	1	8	4	3.05	2.81	8.55	6.14	7.15	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	58-2374@24.3-437: Leakes Rd@57.3	2374	437	256	243	0	8	5	0.59	0.55		0.97	1.66	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	58			2351	2221	6	75	47	2.36	2.29	7.98	3.12	3.85	0.13	0.12	1.35	0.20	0.13	LOS_A	1	0.00	0.00
1	3600-7200	59-271: Leakes Rd@308.5-401: Leakes Rd@28.9	271	401	1018	969	3	28	17	0.62	0.63	0.00	0.56	0.56	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	59-443@92.7-270: Leakes Rd@21.8	443	270	89	88	0	1	0	0.19	0.19		0.09		0.00	0.00		0.00		LOS_A	1	0.00	0.00
1	3600-7200	59-443@92.7-442@13.5	443	442	0	0	0	0	0											LOS_A		0.00	0.00
1	3600-7200	59-605: Leakes Rd@52.6-270: Leakes Rd@21.8	605	270	605	566	0	23	15	0.58	0.54		0.51	0.88	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	59-605: Leakes Rd@52.6-442@13.5	605	442	18	18	0	0	0	0.11	0.11				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	59			1730	1641	3	52	32	0.58	0.57	0.00	0.53	0.71	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	60-604: Leakes Rd@15.4-398: Taylors Rd@22.2	604	398	61	61	0	0	0	1.66	1.66				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	60-604: Leakes Rd@15.4-402: Leakes Rd@47.2	604	402	361	334	0	15	12	0.78	0.78		0.44	1.14	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	60-604: Leakes Rd@15.4-2146@35.1	604	2146	39	38	0	1	0	3.77	3.71		6.28		0.00	0.00		0.00		LOS_A	1	0.00	0.00
1	3600-7200	60-606: Leakes Rd@70.2-402: Leakes Rd@47.2	606	402	196	184	0	8	3	0.35	0.31		0.31	1.50	0.01	0.01		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	60-607: Taylors Rd@70.4-400: Leakes Rd@76.7	607	400	55	55	0	0	0	0.39	0.39				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	60-607: Taylors Rd@70.4-2146@35.1	607	2146	37	37	0	0	0	0.39	0.39				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	60-938: Leakes Rd@26.8-398: Taylors Rd@22.2	938	398	469	452	0	11	5	1.00	0.91		2.60	2.96	0.09	0.09		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	60-938: Leakes Rd@26.8-400: Leakes Rd@76.7	938	400	358	342	1	8	7	1.42	1.38	0.00	2.52	2.11	0.16	0.15	0.00	0.72	0.00	LOS_A	1	0.00	0.00
1	3600-7200	60-938: Leakes Rd@26.8-402: Leakes Rd@47.2	938	402	10	10	0	0	0	8.11	8.11				0.75	0.75				LOS_A	1	0.00	0.00
1	3600-7200	60-938: Leakes Rd@26.8-2146@35.1	938	2146	181	165	2	9	5	0.86	0.93	0.18	0.03	0.09	0.21	0.23	0.00	0.00	0.00	LOS_A	1	0.15	31.90
1	3600-7200	60-2148@10.0-398: Taylors Rd@22.2	2148	398	16	16	0	0	0	0.68	0.68				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	60-2148@10.0-402: Leakes Rd@47.2	2148	402	56	56	0	0	0	2.08	2.08				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	60-12471@13.8-400: Leakes Rd@76.7	12471	400	24	24	0	0	0	0.96	0.96				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	60			1863	1774	3	52	32	1.07	1.05	0.12	1.24	1.51	0.08	0.08	0.00	0.11	0.00	LOS_A	1	0.02	31.90
1	3600-7200	61-539: Leakes Rd@105.5-438: Leakes Rd@41.9	539	438	307	291	2	10	4	0.17	0.17	0.00	0.01	0.70	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	61-863: Leakes Rd@80.4-265@25.1	863	265	187	176	0	7	4	0.79	0.69		2.22	2.57	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	61-863: Leakes Rd@80.4-435: Leakes Rd@21.2	863	435	603	570	0	20	12	2.09	2.13		1.81	0.65	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	61-2344: Leakes Rd@29.9-265@25.1	2344	265	289	258	0	16	13	0.37	0.34		0.47	0.79	0.00	0.00		0.00	0.00	LOS_A	1	1.41	80.33
1	3600-7200	61-2344: Leakes Rd@29.9-438: Leakes Rd@41.9	2344	438	889	841	3	25	19	1.31	1.30	1.11	1.26	1.27	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	61-2345@108.7-435: Leakes Rd@21.2	2345	435	680	656	3	15	4	0.74	0.72	2.63	1.05	0.88	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	61			2955	2792	8	93	56	1.09	1.09	1.40	1.15	1.05	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.28	80.33
1	3600-7200	62-267: Ian Cowie Way@65.6-264: Leakes Rd@17.3	267	264	1	1	0	0	0	0.06	0.06				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	62-267: Ian Cowie Way@65.6-434: Leakes Rd@22.8	267	434	11	11	0	0	0	0.08	0.08				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	62-538: Leakes Rd@89.6-264: Leakes Rd@17.3	538	264	132	132	0	0	0	0.06	0.06				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	62-538: Leakes Rd@89.6-268: Ian Cowie Way@17.3	538	268	3	2	0	1	0	0.03	0.02		0.05		0.00	0.00		0.00		LOS_A	1	0.00	0.00
1	3600-7200	62-864: Leakes Rd@39.3-268: Ian Cowie Way@17.3	864	268	0	0	0	0	0											LOS_A		0.00	0.00
1	3600-7200	62-864: Leakes Rd@39.3-434: Leakes Rd@22.8	864	434	207	195	0	8	4	0.35	0.33		0.38	1.22	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	62			354	341	0	9	4	0.23	0.21		0.34	1.22	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	63-374: Westcott Pde@100.7-263: Leakes Rd@9.1	374	263	33	33	0	0	0	0.06	0.06				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	63-374: Westcott Pde@100.7-372: Leakes Rd@14.9	374	372	0	0	0	0	0											LOS_A		0.00	0.00
1	3600-7200	63-542: Leakes Rd@34.5-372: Leakes Rd@14.9	542	372	107	107	0	0	0	0.02	0.02				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	63-542: Leakes Rd@34.5-375: Westcott Pde@26.6	542	375	26	26	0	0	0	0.07	0.07				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	63-543: Leakes Rd@6.7-263: Leakes Rd@9.1	543	263	174	162	0	8	4	0.06	0.06		0.11	0.04	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	63-543: Leakes Rd@6.7-375: Westcott Pde@26.6	543	375	0	0	0	0	0											LOS_A		0.00	0.00
1	3600-7200	63			340	328	0	8	4	0.05	0.05		0.11	0.04	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	66-622: Neales Rd W@45.9-34: Neales Rd W@23.0	622	34	83	81	1	0	1	1.95	1.99	0.00		1.08	0.17	0.18	0.00		0.00	LOS_A	1	0.00	0.00
1	3600-7200	66-622: Neales Rd W@45.9-232: Hopkins Rd@6.5	622	232	267	239	1	16	9	5.49	5.60	2.75	3.32	6.78	0.87	0.97	0.00	0.00	0.27	LOS_A	1	0.06	10.45
1	3600-7200	66-622: Neales Rd W@45.9-910: Melton Hwy@16.2	622	910	10	10	0	0	0	0.20	0.20				0.00	0.00				LOS_A	1	0.00	0.00
1	3600-7200	66-897: Hopkins Rd@12.7-34: Neales Rd W@23.0	897	34	300	276	1	14	9	2.24	2.12	3.71	3.78	3.32	0.53	0.58	0.00	0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	66-897: Hopkins Rd@12.7-35: Neales Rd W@48.6	897	35	238	225	0	13	0	1.05	0.98		2.31		0.00	0.00		0.00		LOS_A	1	0.00	0.00
1	3600-7200	66-897: Hopkins Rd@12.7-910: Melton Hwy@16.2	897	910	355	343	0	8	4	1.38	1.40		0.55	1.12	0.02	0.02		0.00	0.00	LOS_A	1	0.00	0.00
1	3600-7200	66-908: Melton Hwy@9.5-34: Neales Rd W@23.0	908	34	0	0	0	0	0											LOS_A		0.59	69.46
1	3600-7200	66-908: Melton Hwy@9.5-35: Neales Rd W@48.6	908	35	5	5	0	0	0	0.13	0.13				0.00	0.00				LOS_A	1	0.59	69.46
